X1,exact,1000,[0.4069, 0.5931],
X8,exact,1000,[0.1478, 0.8522],
X4,exact,1000,[0.5827, 0.4173],
X8,rejection,10000,[0.1411, 0.8589],
X1,exact,1000,[0.5796, 0.4204],
X8,exact,1000,[0.6277, 0.3723],
X4,exact,1000,[0.7144, 0.2856],
X8,gibbs,10000,[0.6091, 0.3909],
X1,exact,1000,[0.59, 0.41],
X1,exact,1000,[0.5796, 0.4204],
X1,exact,1000,[0.5796, 0.4204],
X8,rejection,10,[0.3, 0.7],
